prior	business	0.22942643391521197
prior	entertainment	0.17356608478802993
prior	politics	0.18753117206982545
prior	sports	0.22942643391521197
prior	tech	0.1800498753117207
Likelihood	politics	lanarkshire	1.0
Likelihood	politics	empire	0.45454545454545453
Likelihood	politics	newspapers.	0.5
Likelihood	politics	croucher	1.0
Likelihood	politics	views.	0.5384615384615384
Likelihood	entertainment	high-profile	0.2962962962962963
Likelihood	politics	mep	0.9411764705882353
Likelihood	politics	kilroy-silk.	1.0
Likelihood	politics	organs	1.0
Likelihood	politics	law-abiding	0.8333333333333334
Likelihood	politics	legalisation	1.0
Likelihood	politics	empire.	0.6666666666666666
Likelihood	politics	english-speaking	1.0
Likelihood	politics	uniquely	0.5714285714285714
Likelihood	entertainment	submissions	0.4
Likelihood	politics	manifesto	0.9722222222222222
Likelihood	politics	meeting.	0.42105263157894735
Likelihood	politics	distraction	0.5
Likelihood	politics	constitution	0.8974358974358975
Likelihood	politics	idiocies.	1.0
Likelihood	business	quoted	0.6756756756756757
Likelihood	politics	herald	0.375
Likelihood	politics	over-reacted	0.6666666666666666
Likelihood	politics	overshot	1.0
Likelihood	politics	runway.	1.0
Likelihood	politics	nielson	1.0
Likelihood	entertainment	night.	0.6
Likelihood	politics	investigated	0.46153846153846156
Likelihood	politics	taken.	0.5
Likelihood	politics	interviewed	0.4375
Likelihood	politics	prosper	0.5
Likelihood	business	reap	0.5714285714285714
Likelihood	business	bdo	1.0
Likelihood	business	stoy	1.0
Likelihood	business	hayward.	1.0
Likelihood	business	indicator	0.6666666666666666
Likelihood	business	gdp	0.9666666666666667
Likelihood	business	102.5	1.0
Likelihood	business	102.2	1.0
Likelihood	business	acquisition	0.5833333333333334
Likelihood	business	blighting	1.0
Likelihood	business	uncertainties	1.0
Likelihood	business	100.8	1.0
Likelihood	business	implying	1.0
Likelihood	business	2.9%	1.0
Likelihood	business	sterling	0.875
Likelihood	business	noted.	1.0
Likelihood	business	continuously	0.6666666666666666
Likelihood	business	110.0	1.0
Likelihood	business	108.0	1.0
Likelihood	business	jolt	1.0
Likelihood	business	reacts	1.0
Likelihood	business	inflationary	1.0
Likelihood	business	pressures	0.4444444444444444
Likelihood	business	hemington	1.0
Likelihood	politics	criticises	0.5714285714285714
Likelihood	sport	himself.	0.35294117647058826
Likelihood	politics	47	0.42857142857142855
Likelihood	politics	protesters	0.7
Likelihood	tech	demonstrated	0.375
Likelihood	politics	buildings	0.3888888888888889
Likelihood	politics	religions	0.6666666666666666
Likelihood	entertainment	bleep	1.0
Likelihood	entertainment	nudity	1.0
Likelihood	politics	controls.	0.6666666666666666
Likelihood	entertainment	dysfunctional	0.5
Likelihood	politics	defy	0.5
Likelihood	politics	degree	0.5454545454545454
Likelihood	entertainment	dysfunctional.	1.0
Likelihood	entertainment	warmonger	1.0
Likelihood	entertainment	dysfunctions	1.0
Likelihood	sport	speak	0.3170731707317073
Likelihood	entertainment	fundraising	0.5
Likelihood	sport	israel	0.4594594594594595
Likelihood	entertainment	guests.	1.0
Likelihood	politics	clashed	0.5555555555555556
Likelihood	business	inquiries	0.5
Likelihood	politics	chosen.	1.0
Likelihood	politics	woolf	1.0
Likelihood	politics	veto	0.6428571428571429
Likelihood	tech	chair	0.4
Likelihood	politics	independence.	1.0
Likelihood	politics	falconer	1.0
Likelihood	politics	insisting	0.75
Likelihood	politics	hutton	0.8333333333333334
Likelihood	politics	inquiries.	1.0
Likelihood	politics	wishes.	1.0
Likelihood	business	jurisdiction.	0.5714285714285714
Likelihood	politics	intend	0.6
Likelihood	politics	safeguard	0.75
Likelihood	politics	legislation.	0.8
Likelihood	politics	damaging	0.3548387096774194
Likelihood	politics	judiciary	0.9
Likelihood	entertainment	siding	0.5
Likelihood	politics	inappropriately	1.0
Likelihood	business	worries	0.48148148148148145
Likelihood	politics	inconceivable	1.0
Likelihood	politics	overrule	0.6666666666666666
Likelihood	business	reforms.	0.5454545454545454
Likelihood	entertainment	overlooked	0.42857142857142855
Likelihood	politics	responsibilities	0.5714285714285714
Likelihood	business	discussions.	0.5
Likelihood	politics	obtain	0.7142857142857143
Likelihood	tech	[on	0.6666666666666666
Likelihood	sport	appointing	0.6666666666666666
Likelihood	politics	judge]	1.0
Likelihood	politics	difficulties	0.6363636363636364
Likelihood	politics	establish	0.6
Likelihood	politics	principle.	0.6666666666666666
Likelihood	politics	practice.	0.8
Likelihood	politics	requirement	0.4444444444444444
Likelihood	politics	concurrence	1.0
Likelihood	politics	appoint	0.5
Likelihood	politics	justice.	0.8
Likelihood	politics	positions	0.35
Likelihood	politics	chairs.	0.6666666666666666
Likelihood	politics	debates	0.7272727272727273
Likelihood	politics	dismisses	1.0
Likelihood	politics	breakfast	0.9411764705882353
Likelihood	politics	frost	0.5714285714285714
Likelihood	politics	allies	0.8260869565217391
Likelihood	politics	reheated	1.0
Likelihood	politics	concentrating	0.5714285714285714
Likelihood	politics	peston	1.0
Likelihood	politics	serialised	1.0
Likelihood	politics	animosity	0.875
Likelihood	politics	contempt	0.7777777777777778
Likelihood	politics	prescott	1.0
Likelihood	politics	deliberately	0.6470588235294118
Likelihood	politics	manoeuvring	1.0
Likelihood	politics	book.	0.4782608695652174
Likelihood	politics	understanding	0.36666666666666664
Likelihood	sport	friendly	0.6
Likelihood	politics	were.	0.875
Likelihood	entertainment	profound	0.42857142857142855
Likelihood	politics	mistrust	1.0
Likelihood	politics	animosity.	1.0
Likelihood	politics	double-act	1.0
Likelihood	politics	pretending	1.0
Likelihood	politics	alright	0.6
Likelihood	politics	understandably	0.6666666666666666
Likelihood	politics	betrayed	1.0
Likelihood	politics	leadership.	0.875
Likelihood	business	wide-ranging	0.375
Likelihood	tech	swell	0.42857142857142855
Likelihood	politics	sorts	0.4166666666666667
Likelihood	politics	counter-claims.	1.0
Likelihood	sport	frustration	0.4
Likelihood	politics	countless	0.75
Likelihood	politics	rift	0.875
Likelihood	politics	responses	0.5384615384615384
Likelihood	business	fuelled	0.3888888888888889
Likelihood	politics	long-planned	1.0
Likelihood	politics	africa.	0.5238095238095238
Likelihood	politics	outdo	1.0
Likelihood	politics	nonsense	0.6
Likelihood	politics	squabbling	0.9
Likelihood	politics	schoolboys	1.0
Likelihood	politics	boulton:	1.0
Likelihood	politics	playground	0.5714285714285714
Likelihood	politics	squabbles	1.0
Likelihood	politics	electorate	1.0
Likelihood	entertainment	odeon	0.8
Likelihood	politics	square.	0.7142857142857143
Likelihood	entertainment	cate	0.8666666666666667
Likelihood	entertainment	blanchett	1.0
Likelihood	entertainment	reeves	1.0
Likelihood	entertainment	gere	1.0
Likelihood	entertainment	fry	1.0
Likelihood	tech	2010	0.3888888888888889
Likelihood	entertainment	actors	1.0
Likelihood	entertainment	glamour	0.75
Likelihood	entertainment	bernal	1.0
Likelihood	entertainment	imelda	1.0
Likelihood	entertainment	staunton	1.0
Likelihood	sport	diane	0.4
Likelihood	politics	kruger	0.6666666666666666
Likelihood	entertainment	anjelica	1.0
Likelihood	entertainment	huston	1.0
Likelihood	entertainment	helen	0.36363636363636365
Likelihood	entertainment	mirren	1.0
Likelihood	entertainment	bond	0.4791666666666667
Likelihood	entertainment	pierce	0.7142857142857143
Likelihood	entertainment	brosnan.	1.0
Likelihood	entertainment	sunshine	1.0
Likelihood	entertainment	spotless	1.0
Likelihood	entertainment	neverland	1.0
Likelihood	entertainment	gritty	0.75
Likelihood	entertainment	backstreet	1.0
Likelihood	entertainment	abortionist	1.0
Likelihood	entertainment	small-budget	1.0
Likelihood	entertainment	category	0.7868852459016393
Likelihood	entertainment	charlize	1.0
Likelihood	entertainment	theron	1.0
Likelihood	entertainment	monster	0.8888888888888888
Likelihood	entertainment	ziyi	1.0
Likelihood	entertainment	daggers	1.0
Likelihood	entertainment	kate	0.8666666666666667
Likelihood	entertainment	winslet	1.0
Likelihood	entertainment	nods	1.0
Likelihood	entertainment	neverland.	1.0
Likelihood	entertainment	foxx	1.0
Likelihood	entertainment	carrey	1.0
Likelihood	entertainment	category.	0.8461538461538461
Likelihood	entertainment	owen	0.4791666666666667
Likelihood	entertainment	repeat	0.2727272727272727
Likelihood	entertainment	closer.	0.7
Likelihood	entertainment	co-star	1.0
Likelihood	entertainment	portman	1.0
Likelihood	entertainment	heather	0.8333333333333334
Likelihood	entertainment	craney	1.0
Likelihood	entertainment	julie	0.8461538461538461
Likelihood	entertainment	cristie	1.0
Likelihood	entertainment	meryl	1.0
Likelihood	entertainment	streep	1.0
Likelihood	entertainment	leigh	0.75
Likelihood	entertainment	mann	0.9166666666666666
Likelihood	entertainment	michel	0.75
Likelihood	entertainment	gondry	1.0
Likelihood	entertainment	forster	1.0
Likelihood	politics	lies	0.4583333333333333
Likelihood	politics	qualms	1.0
Likelihood	sport	lying	0.375
Likelihood	politics	tories.	1.0
Likelihood	politics	co-chairman	0.9090909090909091
Likelihood	politics	liam	0.6071428571428571
Likelihood	politics	radio:	1.0
Likelihood	politics	lie	0.4444444444444444
Likelihood	politics	reasons	0.3409090909090909
Likelihood	politics	repaid	0.8
Likelihood	politics	ratcheted	1.0
Likelihood	politics	pre-election	1.0
Likelihood	politics	hunger	0.75
Likelihood	politics	euphoric	1.0
Likelihood	business	expectations	0.5102040816326531
Likelihood	tech	voices	0.38461538461538464
Likelihood	politics	throwing	0.2727272727272727
Likelihood	politics	crockery	1.0
Likelihood	politics	complacency	0.8333333333333334
Likelihood	entertainment	chose	0.3333333333333333
Likelihood	politics	opponents	0.5217391304347826
Likelihood	politics	lies.	0.75
Likelihood	politics	learned	0.5
Likelihood	politics	fear	0.4731182795698925
Likelihood	politics	smear	0.8
Likelihood	politics	attacked	0.7
Likelihood	politics	vacuous	1.0
Likelihood	politics	deliver.	0.6666666666666666
Likelihood	business	repay	0.7777777777777778
Likelihood	politics	matters	0.4444444444444444
Likelihood	politics	constructive	0.5555555555555556
Likelihood	politics	ashcroft.	1.0
Likelihood	business	accelerating	0.4444444444444444
Likelihood	politics	preparations	0.6
Likelihood	politics	visits	0.4666666666666667
Likelihood	politics	somerset	0.75
Likelihood	politics	basingstoke	1.0
Likelihood	politics	shrewsbury	1.0
Likelihood	politics	dorset	1.0
Likelihood	politics	torbay.	1.0
Likelihood	politics	three-party	1.0
Likelihood	politics	politics.	0.7857142857142857
Likelihood	politics	cities	0.2916666666666667
Likelihood	politics	democrats.	1.0
Likelihood	politics	seats	0.8947368421052632
Likelihood	politics	accuse	0.6666666666666666
Likelihood	politics	touchy-feely	1.0
Likelihood	sport	reds	1.0
Likelihood	sport	sink	0.75
Likelihood	sport	10-man	1.0
Likelihood	sport	magpies	1.0
Likelihood	sport	titus	1.0
Likelihood	sport	bramble	1.0
Likelihood	politics	trail	0.4
Likelihood	sport	injury-hit	1.0
Likelihood	sport	kluivert	1.0
Likelihood	sport	close-range	1.0
Likelihood	business	pegged	0.625
Likelihood	sport	neil	0.5238095238095238
Likelihood	sport	mellor	1.0
Likelihood	sport	half-time	0.8387096774193549
Likelihood	sport	milan	0.7894736842105263
Likelihood	sport	baros	1.0
Likelihood	sport	shay	1.0
Likelihood	sport	hour.	0.4444444444444444
Likelihood	sport	bowyer	1.0
Likelihood	sport	bookable	1.0
Likelihood	politics	offences.	0.3333333333333333
Likelihood	sport	luis	1.0
Likelihood	politics	draft	0.4090909090909091
Likelihood	sport	withdrawal	0.5
Likelihood	sport	warm-up.	1.0
Likelihood	sport	wildly	0.6
Likelihood	sport	bernard	0.72
Likelihood	sport	souness	1.0
Likelihood	sport	kieron	1.0
Likelihood	sport	dyer	0.6
Likelihood	sport	lasted	0.4
Likelihood	sport	sami	1.0
Likelihood	sport	hyypia.	1.0
Likelihood	entertainment	37	0.3333333333333333
Likelihood	business	path	0.375
Likelihood	sport	youngster	0.75
Likelihood	sport	slide-rule	1.0
Likelihood	sport	wayward	1.0
Likelihood	politics	wasteful	0.5
Likelihood	sport	first-half	0.9090909090909091
Likelihood	sport	tamely	1.0
Likelihood	sport	xabi	1.0
Likelihood	sport	alonso.	1.0
Likelihood	sport	snuffed	1.0
Likelihood	sport	kewell	1.0
Likelihood	sport	rounded	0.75
Likelihood	sport	score.	0.5
Likelihood	sport	jermaine	1.0
Likelihood	sport	jenas	1.0
Likelihood	sport	glorious	0.4
Likelihood	sport	throw	0.6111111111111112
Likelihood	sport	lifeline	0.75
Likelihood	sport	shola	1.0
Likelihood	sport	ameobi	1.0
Likelihood	sport	cross.	0.6
Likelihood	sport	alonso	1.0
Likelihood	sport	deservedly	1.0
Likelihood	sport	florent	1.0
Likelihood	sport	sinama-pongolle.	1.0
Likelihood	sport	finnan	1.0
Likelihood	sport	hyypia	1.0
Likelihood	sport	carragher	1.0
Likelihood	sport	riise	1.0
Likelihood	sport	(nunez	1.0
Likelihood	sport	73)	1.0
Likelihood	sport	(traore	1.0
Likelihood	sport	(sinama	1.0
Likelihood	sport	pongolle	1.0
Likelihood	sport	75).	1.0
Likelihood	sport	hamann	1.0
Likelihood	sport	harrison.	1.0
Likelihood	sport	og	1.0
Likelihood	sport	61.	1.0
Likelihood	sport	(ambrose	1.0
Likelihood	sport	80)	1.0
Likelihood	sport	milner	1.0
Likelihood	sport	(n	1.0
Likelihood	sport	zogbia	1.0
Likelihood	sport	72)	1.0
Likelihood	sport	(robert	1.0
Likelihood	sport	58)	1.0
Likelihood	sport	ameobi.	1.0
Likelihood	sport	harper.	1.0
Likelihood	sport	(77).	1.0
Likelihood	sport	bernard.	1.0
Likelihood	sport	32.	1.0
Likelihood	sport	856.	1.0
Likelihood	sport	(hertfordshire).	1.0
Likelihood	business	benchmark	0.6666666666666666
Likelihood	business	0.25%	1.0
Likelihood	business	upwards	0.8
Likelihood	business	acted	0.375
Likelihood	business	curb	0.375
Likelihood	tech	analysts.	0.75
Likelihood	business	hike	0.6363636363636364
Likelihood	business	well-flagged	1.0
Likelihood	business	advance.	0.5
Likelihood	business	ill-timed	1.0
Likelihood	business	1.5%	1.0
Likelihood	business	basis.	0.375
Likelihood	business	expectations.	0.7
Likelihood	business	macfarlane	0.25
Likelihood	business	2.6%	1.0
Likelihood	business	2-3%	1.0
Likelihood	tech	range.	0.5384615384615384
Likelihood	business	29.4bn.	1.0
Likelihood	business	moderating	1.0
Likelihood	business	slowing	0.9333333333333333
Likelihood	business	unreasonable	0.3333333333333333
Likelihood	business	costello.	1.0
Likelihood	business	factored	1.0
Likelihood	politics	likelihood	0.6666666666666666
Likelihood	politics	post-election	0.6666666666666666
Likelihood	business	2000-1	1.0
Likelihood	business	blythe	0.5
Likelihood	sport	commonwealth	0.7
Likelihood	politics	hunt	0.8108108108108109
Likelihood	sport	stormed	0.8
Likelihood	politics	chamber	0.6818181818181818
Likelihood	politics	hunting	0.8857142857142857
Likelihood	entertainment	disorderly	0.5
Likelihood	politics	conduct.	0.3333333333333333
Likelihood	business	bursting	0.3333333333333333
Likelihood	entertainment	causing	0.26666666666666666
Likelihood	business	halted.	0.5
Likelihood	politics	otis	0.6666666666666666
Likelihood	politics	ferry	0.5
Likelihood	sport	bryan	0.75
Likelihood	politics	tomlinson	0.625
Likelihood	politics	harry.	1.0
Likelihood	politics	impromptu	1.0
Likelihood	politics	charing	1.0
Likelihood	business	formerly	0.46153846153846156
Likelihood	entertainment	knight	0.7333333333333333
Likelihood	politics	occurred	0.3333333333333333
Likelihood	politics	offence.	0.6666666666666666
Likelihood	politics	trespassing	1.0
Likelihood	politics	retrospectively.	1.0
Likelihood	politics	prosecuted	0.8333333333333334
Likelihood	politics	magistrates	0.6666666666666666
Likelihood	politics	eton	0.5
Likelihood	politics	pupil	1.0
Likelihood	politics	shropshire	1.0
Likelihood	tech	sheep	0.4
Likelihood	politics	redvers	1.0
Likelihood	politics	hartpury	1.0
Likelihood	politics	gloucestershire	1.0
Likelihood	business	charges.	0.35294117647058826
Likelihood	politics	holliday	1.0
Likelihood	politics	huntsman	1.0
Likelihood	politics	ledbury	1.0
Likelihood	politics	herefordshire	1.0
Likelihood	politics	thame	1.0
Likelihood	politics	polo	1.0
Likelihood	politics	highgrove	1.0
Likelihood	politics	auctioneer	1.0
Likelihood	entertainment	elliot	0.5
Likelihood	politics	bromesberrow	1.0
Likelihood	politics	point-to-point	1.0
Likelihood	politics	jockey	1.0
Likelihood	politics	wakeham	1.0
Likelihood	politics	chef	1.0
Likelihood	sport	wood	0.5
Likelihood	politics	41.	0.5
Likelihood	politics	pro-hunting	1.0
Likelihood	politics	demonstration	0.6363636363636364
Likelihood	politics	doorkeeper	1.0
Likelihood	politics	entrance.	1.0
Likelihood	politics	confront	0.75
Likelihood	politics	handcuffed	1.0
Likelihood	politics	intercepted	0.6666666666666666
Likelihood	entertainment	forged	0.4
Likelihood	politics	holder.	0.3333333333333333
Likelihood	politics	dogs	0.7407407407407407
Likelihood	politics	pro-hunt	1.0
Likelihood	politics	hunt.	0.6
Likelihood	politics	countryside	0.8823529411764706
Likelihood	politics	hunts	0.9523809523809523
Likelihood	politics	force.	0.6923076923076923
Likelihood	business	meets	0.38461538461538464
Likelihood	politics	impossibly	1.0
Likelihood	politics	interpretations.	1.0
Likelihood	politics	euthanasia	0.8
Likelihood	business	legalise	0.3333333333333333
Likelihood	politics	wills	1.0
Likelihood	politics	withheld	0.6666666666666666
Likelihood	politics	severely	0.5
Likelihood	politics	incapacitated.	1.0
Likelihood	politics	safeguards	0.7777777777777778
Likelihood	tech	withholding	0.6666666666666666
Likelihood	politics	fluids	1.0
Likelihood	politics	inappropriate.	1.0
Likelihood	politics	insist	0.5217391304347826
Likelihood	politics	assisted	0.6666666666666666
Likelihood	politics	presumption	1.0
Likelihood	politics	preserving	0.6666666666666666
Likelihood	politics	otherwise.	1.0
Likelihood	politics	somebody	0.34615384615384615
Likelihood	tech	behalf	0.38461538461538464
Likelihood	politics	challenged	0.4117647058823529
Likelihood	politics	doctors.	0.6666666666666666
Likelihood	politics	killing	0.42105263157894735
Likelihood	politics	omission	0.4
Likelihood	politics	withdrawing	0.5
Likelihood	politics	amendment	0.6666666666666666
Likelihood	politics	preventing	0.5833333333333334
Likelihood	politics	iain	0.6666666666666666
Likelihood	politics	duncan	0.5
Likelihood	sport	smith.	0.375
Likelihood	politics	ninety	0.5
Likelihood	politics	petition	0.42857142857142855
Likelihood	politics	amendment.	1.0
Likelihood	politics	debated	0.8888888888888888
Likelihood	politics	fellowship	0.5
Likelihood	politics	(cmf)	1.0
Likelihood	politics	(lcf)	1.0
Likelihood	politics	saunders	1.0
Likelihood	politics	cmf	1.0
Likelihood	politics	refusals	1.0
Likelihood	business	binding.	0.3333333333333333
Likelihood	politics	unwise	1.0
Likelihood	politics	hasty	1.0
Likelihood	entertainment	diagnosis	0.3333333333333333
Likelihood	politics	lcf	1.0
Likelihood	entertainment	andrea	0.5454545454545454
Likelihood	politics	abused	0.6875
Likelihood	entertainment	unscrupulous	0.5
Likelihood	politics	ex-labour	1.0
Likelihood	politics	newsnight	1.0
Likelihood	politics	danger	0.4838709677419355
Likelihood	politics	inherit	0.5
Likelihood	politics	lammy	1.0
Likelihood	business	affecting	0.4444444444444444
Likelihood	politics	750	0.8
Likelihood	politics	dementia	1.0
Likelihood	politics	updating.	1.0
Likelihood	business	strengthened	0.6153846153846154
Likelihood	politics	changed.	0.3333333333333333
Likelihood	politics	clarity.	1.0
Likelihood	politics	mencap	0.5
Likelihood	politics	autistic	1.0
Likelihood	politics	misunderstandings	1.0
Likelihood	politics	incapacitated	0.5
Likelihood	tech	others.	0.5666666666666667
Likelihood	politics	legalising	1.0
Likelihood	politics	patient	0.6153846153846154
Likelihood	politics	pretty.	1.0
Likelihood	politics	commit	0.43333333333333335
Likelihood	entertainment	suicide.	0.5
Likelihood	business	leapt	0.5
Likelihood	business	breakneck	0.8571428571428571
Likelihood	business	spurt	1.0
Likelihood	business	sore	0.5
Likelihood	business	six-year	1.0
Likelihood	business	peg	0.8333333333333334
Likelihood	politics	taxation	0.8
Likelihood	business	xie	1.0
Likelihood	business	xuren	1.0
Likelihood	politics	tightening	0.42857142857142855
Likelihood	business	25.7%	1.0
Likelihood	business	2.572	1.0
Likelihood	business	($311bn;	1.0
Likelihood	business	£165bn).	1.0
Likelihood	business	totalled	0.9
Likelihood	business	$63.8bn	1.0
Likelihood	business	35.4%	1.0
Likelihood	business	$593.4bn.	1.0
Likelihood	business	$43.4bn.	1.0
Likelihood	business	rebates	1.0
Likelihood	business	exporters	1.0
Likelihood	business	420bn	1.0
Likelihood	business	xie.	1.0
Likelihood	business	exporting	1.0
Likelihood	business	washington.	1.0
Likelihood	business	8.30	1.0
Likelihood	business	lawmakers	1.0
Likelihood	business	congressionally-mandated	1.0
Likelihood	tech	1.5	0.46153846153846156
Likelihood	politics	posts	0.7142857142857143
Likelihood	politics	disappeared	0.5555555555555556
Likelihood	politics	1989	0.5555555555555556
Likelihood	business	accelerated	0.75
Likelihood	business	us-china	1.0
Likelihood	business	labour-intensive	1.0
Likelihood	business	industries	0.48484848484848486
Likelihood	business	$124bn	1.0
Likelihood	business	$150bn	1.0
Likelihood	entertainment	patsy	1.0
Likelihood	entertainment	rowlands	1.0
Likelihood	entertainment	71.	1.0
Likelihood	entertainment	regulars	1.0
Likelihood	entertainment	sid	1.0
Likelihood	entertainment	kenneth	0.4
Likelihood	entertainment	windsor.	1.0
Likelihood	entertainment	carved	1.0
Likelihood	entertainment	well-loved	1.0
Likelihood	entertainment	bless	1.0
Likelihood	entertainment	hove	1.0
Likelihood	entertainment	1934	1.0
Likelihood	entertainment	scholarship	0.8
Likelihood	entertainment	guildhall	1.0
Likelihood	business	15.	0.3333333333333333
Likelihood	entertainment	1963	1.0
Likelihood	entertainment	richardson.	1.0
Likelihood	entertainment	doctor.	1.0
Likelihood	entertainment	hard-done-by	1.0
Likelihood	entertainment	put-upon	1.0
Likelihood	tech	employee	0.4375
Likelihood	entertainment	star.	0.6666666666666666
Likelihood	entertainment	convenience	0.3333333333333333
Likelihood	entertainment	matron	1.0
Likelihood	entertainment	loving	0.6666666666666666
Likelihood	entertainment	mini-series	1.0
Likelihood	entertainment	cazalets	1.0
Likelihood	entertainment	potts	1.0
Likelihood	entertainment	beauty	0.6666666666666666
Likelihood	tech	beast.	0.5
Likelihood	entertainment	beresford	1.0
Likelihood	politics	complained	0.35
Likelihood	entertainment	trouper.	1.0
Likelihood	business	directors.	0.5
Likelihood	entertainment	recognised	0.35294117647058826
Likelihood	sport	thoroughly	0.4166666666666667
Likelihood	entertainment	lovely	0.7142857142857143
Likelihood	sport	pearce	0.8571428571428571
Likelihood	entertainment	lady	0.45454545454545453
Likelihood	entertainment	theatre.	0.9230769230769231
Likelihood	entertainment	alan.	1.0
Likelihood	entertainment	funeral	0.8888888888888888
Likelihood	entertainment	date.	0.3333333333333333
Likelihood	sport	gb	0.9545454545454546
Likelihood	sport	quartet	0.6666666666666666
Likelihood	sport	impressive	0.5416666666666666
Likelihood	sport	hayley	1.0
Likelihood	sport	yelling	1.0
Likelihood	sport	jo	0.8333333333333334
Likelihood	sport	pavey	1.0
Likelihood	sport	karl	0.42857142857142855
Likelihood	sport	keska	1.0
Likelihood	sport	hickey	1.0
Likelihood	tech	represent	0.2857142857142857
Likelihood	sport	clinched	0.7
Likelihood	sport	bronze.	1.0
Likelihood	entertainment	10th	0.5714285714285714
Likelihood	sport	yelling.	1.0
Likelihood	tech	worlds	0.6086956521739131
Likelihood	politics	possible.	0.34615384615384615
Likelihood	sport	32-year-old	0.8333333333333334
Likelihood	sport	000m	1.0
Likelihood	sport	8km	1.0
Likelihood	sport	march.	0.4507042253521127
Likelihood	sport	contests	1.0
Likelihood	sport	12km	1.0
Likelihood	sport	trials	0.375
Likelihood	sport	wollaton	1.0
Likelihood	sport	nottingham	0.7272727272727273
Likelihood	business	$28bn	1.0
Likelihood	business	embattled	1.0
Likelihood	business	$28.3bn	1.0
Likelihood	business	(£15.2bn).	1.0
Likelihood	business	seized	0.6666666666666666
Likelihood	business	$9.3bn	1.0
Likelihood	business	gibraltar-based	1.0
Likelihood	business	51%	0.6666666666666666
Likelihood	business	$900m	1.0
Likelihood	politics	argument	0.5
Likelihood	business	yuganskneftegaz	1.0
Likelihood	business	onwards.	1.0
Likelihood	business	offshore	0.9090909090909091
Likelihood	business	liabilities	1.0
Likelihood	business	bailiffs	1.0
Likelihood	business	seize	0.45454545454545453
Likelihood	business	yugansk.	1.0
Likelihood	politics	actions	0.2857142857142857
Likelihood	politics	contrary	0.5
Likelihood	business	charter	1.0
Likelihood	tech	regulate	0.5555555555555556
Likelihood	business	disagreements	0.75
Likelihood	business	investments.	1.0
Likelihood	sport	personnel	0.42857142857142855
Likelihood	business	buyer	0.6363636363636364
Likelihood	business	litigation	0.5
Likelihood	business	osborne	0.5
Likelihood	business	menatep.	1.0
Likelihood	business	earnest	1.0
Likelihood	business	shareholding	1.0
Likelihood	business	$17.8bn	1.0
Likelihood	business	97%.	1.0
Likelihood	business	emmanuel	1.0
Likelihood	business	gaillard	0.75
Likelihood	business	shearman	1.0
Likelihood	business	60%	0.5384615384615384
Likelihood	business	accrued	1.0
Likelihood	sport	then.	0.3333333333333333
Likelihood	entertainment	stockholm	0.5
Likelihood	entertainment	signature	0.6
Likelihood	business	ratification.	1.0
Likelihood	business	protection.	0.75
Likelihood	business	shell	0.8148148148148148
Likelihood	business	downfall	0.8
Likelihood	sport	punishment	0.5
Likelihood	business	founders	0.5
Likelihood	business	vice-chairman	0.8333333333333334
Likelihood	business	dein	0.6666666666666666
Likelihood	business	soccerex	1.0
Likelihood	business	ofex	1.0
Likelihood	business	000-seater	1.0
Likelihood	sport	emirates	0.6
Likelihood	business	ashburton	0.6666666666666666
Likelihood	business	grove	1.0
Likelihood	business	2006/07	1.0
Likelihood	business	saturation	1.0
Likelihood	business	attendances	1.0
Likelihood	sport	dropping	0.5882352941176471
Likelihood	business	turnover	0.8333333333333334
Likelihood	business	52%	0.42857142857142855
Likelihood	business	34%	0.8333333333333334
Likelihood	business	matchday	1.0
Likelihood	business	29%	0.42857142857142855
Likelihood	business	money-earning	1.0
Likelihood	business	listing.	1.0
Likelihood	business	thorough	0.6
Likelihood	politics	flexible	0.4444444444444444
Likelihood	business	(listing)	1.0
Likelihood	sport	formation	0.4
Likelihood	business	1992/93	1.0
Likelihood	business	soar.	0.5
Likelihood	business	years...	0.5
Likelihood	business	quantity	0.5
Likelihood	business	practically	0.5
Likelihood	business	point...	1.0
Likelihood	sport	sponsors	0.5
Likelihood	sport	highbury	0.6666666666666666
Likelihood	tech	streams	0.6666666666666666
Likelihood	politics	travelling	0.38095238095238093
Likelihood	business	relationships	0.5714285714285714
Likelihood	sport	keegan	1.0
Likelihood	sport	tally	0.625
Likelihood	sport	brace	1.0
Likelihood	sport	3-2	1.0
Likelihood	sport	norwich.	1.0
Likelihood	sport	knows	0.6
Likelihood	business	ammunition	0.3333333333333333
Likelihood	sport	stint	1.0
Likelihood	sport	battled	0.6666666666666666
Likelihood	sport	first-team	1.0
Likelihood	sport	contention	0.875
Likelihood	business	overtook	0.375
Likelihood	entertainment	les	0.6666666666666666
Likelihood	sport	scorer	1.0
Likelihood	politics	151	0.5
Likelihood	politics	trails	0.5
Likelihood	sport	shearer	1.0
Likelihood	sport	(250)	1.0
Likelihood	sport	(173).	1.0
Likelihood	sport	keegan.	1.0
Likelihood	tech	egg	0.75
Likelihood	politics	face.	0.6666666666666666
Likelihood	sport	clinch	1.0
Likelihood	sport	carrow	1.0
Likelihood	sport	sympathised	1.0
Likelihood	sport	worthington	1.0
Likelihood	entertainment	enthusiasm.	0.5
Likelihood	sport	blow	0.5588235294117647
Likelihood	tech	attendant	1.0
Likelihood	tech	postings	1.0
Likelihood	tech	diary.	1.0
Likelihood	tech	ellen	0.8
Likelihood	tech	simonetti	1.0
Likelihood	tech	anonymous	0.7142857142857143
